IL1B,IL6,0.960187181
CDK6,CAPN6,0.960225312
MAPK6,NRAS,0.960405184
MAPK8,FGF21,0.960488811
MAPK8,PAK7,0.960510809
PRKCE,MRAS,0.96054593
MAP2K7,IL5,0.960625114
MAP3K6,SPTAN1,0.960975018
IL2,IL4,0.96133967
MAP3K6,CAPN3,0.961371082
PRKCH,PARP1,0.961535061
BIRC2,FGF16,0.96158035
CDK6,IL2,0.961890229
DAPK1,IRAK1,0.962065046
FGF21,IL13,0.962073149
MAP3K8,PRKCH,0.962144441
IL3,CAPN6,0.962346872
CHUK,FGF21,0.963725376
IRAK1,CYCS,0.963962087
FGF6,FGF21,0.964288814
CDK5,FGF2,0.964318501
MAPK8,IL3,0.964473074
IRAK1,TTK,0.964915918
SGK1,SPTAN1,0.96497613
PRKCH,CAPN3,0.965195905
FGF16,IL13,0.965412474
CDK5,LIMK1,0.965436966
PAK1,TTK,0.965544275
CDC2,DAPK1,0.96563186
FGF6,IL3,0.966056002
CAPN7,ROCK1,0.966065542
CSNK1D,RRAS,0.966419024
FGF23,IL3,0.966465143
NEK2,CASP3,0.966741064
LIMK2,PRKX,0.966972192
CSNK1D,CYCS,0.96707214
MAPK6,CYCS,0.96707779
CDC2,CDK2,0.967254745
CSNK1D,SPTAN1,0.967357551
TTK,CAPN3,0.967881815
IRAK1,CASP3,0.967921943
FGF16,MRAS,0.967950514
MAPK8,FGF6,0.967951548
MAPK8,PRKCE,0.968145485
CHUK,BIRC2,0.968155842
IL13,IFNB1,0.968160383
IRAK1,AIFM1,0.968276339
CDK6,PRKCE,0.968280484
SGK1,IL6,0.968365123
PDGFB,PARP1,0.968441279
IL3,IL13,0.968536989
PAK7,FGF21,0.968664333
FGF23,IL2,0.968671886
IFNB1,MRAS,0.968796299
CDK6,FGF16,0.96895214
PRKCE,IFNB1,0.969338171
CHUK,MAP2K7,0.969535405
DAPK1,CAPN3,0.969650373
CHUK,DMPK,0.969758551
DAPK1,FGF2,0.96976157
CDK6,GRK4,0.969783048
PDGFB,FGF2,0.969787615
IL2,IL10,0.969921812
PAK1,PRKCH,0.969935097
RELA,MAP2K2,0.969946922
PRKCE,IL3,0.970029222
MAP2K1,IL3,0.97008136
FGF16,IL4,0.970114457
CASP3,PARP1,0.970408024
TTK,FGF2,0.970445503
GRK5,MAP3K8,0.970544079
MAP2K7,FGF21,0.970613436
CHUK,FGF16,0.970642839
NEK2,PDGFB,0.97072456
PDGFB,CYCS,0.970745325
PAK1,RRAS,0.970903936
IL5,IL12B,0.971486716
MAPK1,NRAS,0.971604744
MAPK1,IL3,0.971689658
IL4,MRAS,0.971743044
BIRC2,PRKCE,0.971985213
PAK7,IL4,0.972050255
CHUK,PRKCE,0.972135769
RRAS,AIFM1,0.972199227
CDC2,PDGFB,0.972279146
MAP3K8,FGF2,0.972345856
MAP2K2,CAPN1,0.972394875
CHUK,PRPF4B,0.972396763
FGF6,MRAS,0.97246773
CSNK1D,PRKCH,0.972539931
CDK4,IRAK1,0.972616012
GRK5,BAK1,0.972683263
IRAK1,PDGFB,0.972784498
CDK6,MRAS,0.972995005
IL3,MRAS,0.973265897
DMPK,FGF21,0.973275491
FGF8,IL3,0.973292134
MAPK1,PAK2,0.973525654
CSNK1D,PRKCQ,0.974009375
GRK5,MAP3K9,0.974017357
IL3,IL12B,0.974032101
GRK4,IL3,0.97404896
FGF6,FGF17,0.974076701
SGK1,RRAS,0.974191668
IL1A,IL1B,0.974259264
PRKCE,FGF17,0.974285675
SGK1,FGF2,0.974346343
CDK6,MAP2K1,0.974460972
PLK1,PARP1,0.974658392
MAP3K6,RRAS,0.974700227
MAPK8,FGF16,0.974707683
PKN1,CAPNS1,0.974848028
DAPK1,NEK2,0.97497722
CDK5,CSNK1D,0.974998979
PRKCH,BAK1,0.975017291
GRK5,MAP3K6,0.975060073
CHUK,CAPN10,0.975099401
IL13,PLCG1,0.975202352
PAK2,PRPF4B,0.975271008
DAPK1,PLK1,0.975328792
NRAS,PARP1,0.975345696
DMPK,IL5,0.975485227
BRAF,CDK6,0.975625527
FGF23,IL4,0.975792273
CDK6,PAK7,0.975920769
PRKCH,CYCS,0.975928379
FGF21,IL3,0.976351678
GRK5,NRAS,0.97638324
MAP3K9,NRAS,0.976474585
CDC2,FGF18,0.976515701
NEK2,FGF18,0.976678407
MAPK8,PLCG1,0.976688005
PLK1,BAK1,0.976936164
PLK1,FGF2,0.977037272
DIABLO,PARP1,0.977187635
TTK,CASP3,0.977255439
IRAK1,PAK1,0.97730565
FGF16,IFNB1,0.977378887
MAP3K14,NRAS,0.977407377
NRAS,RRAS,0.977461135
CDC2,CDK5,0.977487055
PAK1,FGF2,0.9776757
GRK5,PDGFA,0.977680319
PDGFA,PARP1,0.977692941
MAP2K1,MAPK1,0.977735022
FGF16,FGF17,0.977785462
PAK7,FGF23,0.978008998
DIABLO,CYCS,0.978038835
CHUK,CAPN7,0.978074993
CSNK1D,PDGFB,0.978091653
GRK5,AIFM1,0.978097089
CSNK1D,TTK,0.978150024
RRAS,DIABLO,0.978160518
PDGFA,RRAS,0.978164596
DYRK1A,FGF21,0.978323355
MAPK8,CDK6,0.978525039
CDK7,CYCS,0.97859408
PAK1,NRAS,0.978611874
CDK7,NRAS,0.978659698
MAP3K9,RRAS,0.978667794
IL4,IL13,0.978694862
DAPK1,PARP1,0.97870749
PLK1,CAPN3,0.978756212
MAP2K1,MRAS,0.978804644
IRAK1,DIABLO,0.978812829
PLCG1,CAPN10,0.978814448
CDK4,GRK5,0.978874027
CDC2,AIFM1,0.979035292
DYRK1A,FGF6,0.979133381
IFNB1,RAF1,0.9791422
IL4,IL10,0.979182907
MAPK8,IFNB1,0.979193614
CSNK1D,FGF18,0.979282962
IL6,IL8,0.97928399
PRKCE,FGF23,0.979363123
CHUK,PLCG1,0.979386239
CDK5,SPTAN1,0.97949341
GRK5,DIABLO,0.979515173
FGF6,IL4,0.979532909
PAK7,PRKCE,0.979604921
CAPN3,PARP1,0.979614895
AIFM1,PARP1,0.979655231
TTK,FGF18,0.979700119
DMPK,NGF,0.979714707
IRAK1,LIMK1,0.979718052
PAK1,PARP1,0.979734672
GRK5,CASP3,0.979813421
DAPK1,PAK1,0.97995431
FGF23,IL13,0.979959444
CDK6,FGF17,0.980209441
NRAS,SPTAN1,0.980231389
FGF17,IFNB1,0.980237342
CDK6,IL13,0.980321098
IRAK1,CAPN3,0.98037316
CHUK,IL13,0.980376628
PRPF4B,RRAS2,0.980417268
DMPK,PRKCE,0.980471714
MAP3K14,CDK7,0.980585806
CSNK1D,DIABLO,0.980588063
PDGFA,SPTAN1,0.980658846
GRK5,LIMK1,0.980695072
XIAP,NRAS,0.980875303
NEK2,SGK1,0.980902038
MAP2K4,FGF16,0.981084997
AIFM1,SPTAN1,0.981166922
CDK7,MAPK1,0.981253275
PAK1,PLK1,0.981385644
EGF,GRK5,0.98148172
FGF21,FGF17,0.981521611
FGF6,IFNB1,0.981606815
NRAS,CASP6,0.98162628
FGF17,IL3,0.98166082
CDC2,SGK1,0.981752163
FGF6,FGF23,0.981784604
IL1B,IL8,0.981822043
CDK5,PRKCQ,0.981973261
IRAK1,NRAS,0.98198293
PAK1,CYCS,0.982106841
PRPF4B,NRAS,0.982147982
GRK5,PRKCQ,0.982176306
BRAF,IL2,0.982220131
CDC2,CASP6,0.98229243
CDK5,PRKCH,0.982300962
DIABLO,SPTAN1,0.982327623
RELB,IL13,0.982384006
RPS6KA1,CAPN3,0.98240342
PLCG1,CAPN5,0.982445836
PRKCE,IL4,0.982524251
RRAS,CASP3,0.98259351
FGF18,CASP3,0.982700193
GRK5,FGF18,0.982707604
CDK4,PARP1,0.982734491
NEK2,AIFM1,0.982761991
FGF8,IL4,0.982767261
DYRK1A,PRKCH,0.98278022
DYRK1A,PLK1,0.982794497
NEK2,PRKCQ,0.982831404
CDK5,RRAS,0.982837117
FGF2,CYCS,0.982885373
PKN1,BAD,0.982942712
PAK7,RRAS2,0.983014222
IFNB1,CAPN6,0.983051862
TTK,PDGFB,0.983210512
CYCS,CASP3,0.983313066
DAPK1,BAK1,0.983340998
NRAS,DIABLO,0.983350165
BIRC2,IL3,0.983364889
MAP3K9,SPTAN1,0.983490489
IL12B,IFNA1,0.983496352
BCL2,PLCG2,0.983501875
MAP3K9,PDGFB,0.983513708
FGF21,FGF23,0.983538832
CDK6,FGF6,0.983605268
NRAS,CAPN3,0.98370943
DMPK,FGF6,0.983735835
FGF21,PLCG1,0.983872841
MAPK8,CAPN6,0.983916343
CDK5,PARP1,0.983926474
CDC2,BAK1,0.983975845
AIFM1,CYCS,0.983979066
CSNK1D,PAK1,0.984008884
PAK7,IFNB1,0.984075856
MAPK1,CAPN7,0.984111305
DYRK1A,IL13,0.984140614
FGF16,IL2,0.984290528
FGF6,PLCG1,0.984327047
MAP3K9,CYCS,0.984356631
BAK1,SPTAN1,0.984373487
CASP3,SPTAN1,0.984410217
MAP2K7,RRAS2,0.984414077
MAP3K6,PRKCH,0.984483398
PLK1,SGK1,0.984495936
PRPF4B,ROCK1,0.984504421
GRK4,IL12B,0.984516844
PAK2,PARP1,0.984523842
IRAK1,PLK1,0.984534592
BIRC2,FGF21,0.984568707
PAK2,CYCS,0.984595186
FGF2,CAPN3,0.984635991
CDK7,PARP1,0.984637456
CDK4,CSNK1D,0.984638862
BRAF,IL3,0.984747214
MAPK6,RRAS,0.984754764
DMPK,MRAS,0.984839469
FGF6,FGF8,0.984896
CDK5,NEK2,0.984963669
MAP2K7,PRKCE,0.984989471
MAPK8,IL9,0.985080236
MAP2K7,CAPN7,0.985110776
DAPK1,TTK,0.985140354
IRAK1,MAPK6,0.985179593
CDC2,PRKCQ,0.985181647
GRK5,MAPK6,0.985390745
CDC2,CDK7,0.985391658
MAP3K14,PRPF4B,0.985419554
FGF21,IL4,0.985447215
CHUK,FGF6,0.985666315
MAP3K8,IL1B,0.985742418
PRKCQ,PARP1,0.985834028
LIMK1,FGF2,0.985868703
MAPK8,LIMK2,0.98593783
MAP2K1,IFNB1,0.985957875
CHUK,MAP4K4,0.986019967
MAPK8,BRAF,0.986028879
SGK1,CAPN3,0.986059938
FGF17,MRAS,0.986067322
CDK6,MAPK1,0.98607139
PRKCH,CAPN5,0.986071615
MAP2K1,IL13,0.986136431
PAK7,FGF8,0.986180771
MAPK6,SPTAN1,0.986203716
PAK1,FGF18,0.986251539
PLK1,DIABLO,0.986283094
PAK7,FGF17,0.986325968
MAPK6,PARP1,0.986326314
SGK1,TTK,0.986343705
LIMK2,FGF21,0.98634549
IL2,IL13,0.986416115
MAP3K8,SPTAN1,0.986438637
FGF18,NRAS,0.986500852
XIAP,SPTAN1,0.986502474
CDK4,PRKCQ,0.986521519
AKT2,FGF6,0.986528345
IRAK1,FGF18,0.986532168
MAPK1,IL4,0.986532353
DYRK1A,PAK7,0.986565681
DAPK1,SGK1,0.986609938
CHUK,FGF23,0.986695147
CSNK1D,DAPK1,0.986719326
DMPK,IL13,0.986770157
MAP2K4,FGF21,0.986824982
PLK1,CYCS,0.986865767
CHUK,DYRK1A,0.98686612
PAK1,CASP6,0.986882345
MAP3K9,NEK2,0.986932089
FGF21,MRAS,0.98699464
BRAF,IL4,0.987044072
MAP3K5,IL3,0.987064684
NEK2,BAK1,0.98706824
MAP4K4,BIRC2,0.987068334
NEK2,CASP6,0.98712181
EGF,PRKCH,0.987176423
PAK7,PLCG1,0.987200428
CDK7,RRAS2,0.98720313
EGF,RRAS,0.987220108
CDK6,FGF23,0.987228826
DMPK,FGF16,0.987229548
MAP2K7,FGF3,0.987234883
MAP2K7,CAPN10,0.987260155
FGF23,IFNB1,0.987270207
FGF18,CYCS,0.987279385
MAP4K4,FGF16,0.987359161
CYCS,CAPN3,0.987426056
MAP3K5,IL13,0.987500935
MAP3K14,FGF18,0.98754682
IL13,MRAS,0.987571843
DMPK,CAPN7,0.987580719
BRAF,IL13,0.987650703
PLK1,NRAS,0.987696273
DMPK,FGF3,0.987704849
FGF3,IL5,0.987732224
CSNK1D,NRAS,0.987756836
PRKCQ,FGF18,0.987773017
BIRC2,FGF6,0.987776281
IKBKE,DYRK1A,0.9877947
CDC2,MAP3K9,0.987811116
DMPK,PRPF4B,0.987811762
BIRC2,IL13,0.987812144
MAP2K4,ROCK1,0.987884477
CDC2,PDGFA,0.987902559
RELB,FGF21,0.98790414
CDK6,FGF21,0.987904216
MAP2K4,DMPK,0.987904704
PRKCQ,CASP3,0.987909093
IL3,IL10,0.987912882
SGK1,PDGFB,0.987941549
MAPK8,FGF17,0.987943783
MAP3K6,NEK2,0.987975473
CDK4,FGF2,0.987998868
BIRC2,DYRK1A,0.98801592
IRAK1,MAP3K9,0.988058299
IL13,CAPN7,0.988097525
EGF,SPTAN1,0.988121575
PRKCQ,FGF2,0.988125251
BIRC2,FGF23,0.988184372
MAPK1,MRAS,0.988186916
MAP3K9,PRKCH,0.988192624
MAP2K6,CAPN2,0.98819986
MAPK6,CASP3,0.988249292
CDK5,DAPK1,0.988273367
TTK,AIFM1,0.988321622
BRAF,FGF16,0.988397125
CDK4,CDK5,0.988407046
FGF6,CAPN7,0.98841137
CDK7,PRPF4B,0.988412401
FGF23,MRAS,0.988414943
IL10,IFNB1,0.988433158
CDK7,CASP3,0.988467103
FGF2,BAK1,0.988505992
CHUK,IL3,0.988527615
PRKCE,PLCG1,0.988615398
MAP4K4,FGF21,0.988633184
DAPK1,MAP2K2,0.988639326
FGF18,PARP1,0.98864556
XIAP,GRK5,0.988654322
PRKCH,DIABLO,0.988695164
PRKCQ,CYCS,0.988698911
FGF21,IFNB1,0.98875435
DMPK,PAK7,0.988776461
PAK7,MRAS,0.988780561
TTK,CASP6,0.988815051
PAK1,CAPN3,0.988817073
GRK5,CASP6,0.988821948
FGF2,DIABLO,0.988826371
IRAK1,SGK1,0.98884718
CSNK1D,CASP3,0.988882431
FGF7,IGF1,0.988906696
PAK1,CASP3,0.98893015
MAP2K2,BAK1,0.98897045
CHUK,MAPK8,0.988993553
PAK1,PDGFB,0.989004899
MAPK8,IL4,0.989033025
MAP2K7,MAPK8,0.989075626
MAP2K1,FGF16,0.989128886
MAP3K14,CDC2,0.989154924
CDK5,DIABLO,0.989156639
CDC2,MAP3K6,0.989161556
PRKCE,RRAS2,0.989197112
CDK7,NEK2,0.989199141
RELB,MAP2K2,0.989259933
CDK4,RRAS,0.989281732
CDK7,PRKCE,0.989293014
FGF16,IL10,0.989318954
AKT2,DMPK,0.989319728
CDK7,IRAK1,0.989325284
RPS6KA1,SPTAN1,0.989333183
CHUK,RELB,0.989346322
MAP3K5,FGF21,0.989348949
NRAS,CASP3,0.989368256
CDC2,CDK4,0.989405183
MAP2K1,PRKCE,0.989407164
PRKCH,NRAS,0.989477615
PKN1,TGFB1,0.989481368
MAPK8,FGF23,0.989502174
SGK1,BAK1,0.989508915
CDK6,IL12B,0.989528076
PDGFB,LMNA,0.989528358
BIRC2,ROCK1,0.989542337
AKT2,NGF,0.989544868
GRK5,CAPN5,0.989545916
LIMK2,FGF6,0.989559616
GRK5,LMNA,0.989587591
FGF21,RRAS2,0.989595559
PRPF4B,CAPN10,0.989632073
MAP3K9,TTK,0.989634624
NFKB2,MAP2K7,0.989638878
IRAK1,BAK1,0.989647545
DAPK1,PDGFB,0.989784203
MAP3K6,TTK,0.989796583
FGF18,SPTAN1,0.989811597
MAP2K1,IL4,0.989812593
DYRK1A,PRKCE,0.98981865
MAP2K7,PRPF4B,0.989826408
DYRK1A,GRK5,0.989833712
XIAP,PAK1,0.989846085
PLK1,PDGFB,0.989854106
DYRK1A,ROCK1,0.989858898
PAK7,IL2,0.989883273
RRAS,LMNA,0.989915649
DMPK,RRAS2,0.989926541
NEK2,PDGFA,0.989930976
MAPK8,RRAS2,0.989952861
MAP2K7,MAPK1,0.989963297
CHUK,PAK7,0.989970576
MAPK8,PRKAA2,0.989989113
MAP3K9,FGF2,0.989998274
FGF2,AIFM1,0.990029333
IL13,APAF1,0.9900378
CDK4,CYCS,0.990040926
BIRC2,PAK7,0.990056299
IRAK1,CASP6,0.990090302
IRAK1,CAPN1,0.990122001
CSNK1D,CAPN1,0.990180476
MAPK6,PAK2,0.990209288
MAP2K4,PRKCE,0.990278624
CDK5,CAPN1,0.990295716
BIRC2,IFNB1,0.990300983
XIAP,PAK2,0.990361634
SPTAN1,LMNA,0.990378889
MAPK1,PRKCE,0.990400063
LIMK1,PRKCH,0.990400078
RELB,MAP2K7,0.990432576
IL3,RRAS2,0.990448107
MAP2K4,PLCG1,0.990480809
FGF21,APAF1,0.990483617
RRAS2,CAPN7,0.990488023
CDK5,AIFM1,0.990500422
PDGFB,FGF18,0.99054345
CDK4,SPTAN1,0.990569089
NEK2,LMNA,0.990573961
FGF8,FGF17,0.990601944
RELB,DYRK1A,0.990604526
PRKCH,IL6,0.990610583
NRAS,RRAS2,0.99062173
MAPK6,DIABLO,0.990624626
FGF18,RRAS,0.990658113
DYRK1A,BAK1,0.990675342
RRAS,BAK1,0.990684383
DMPK,CAPN10,0.990688034
IRAK1,PAK2,0.990716084
PRKCH,PRKX,0.990760068
MAP3K8,RRAS,0.990760706
CDK7,CSNK1D,0.990772753
CDK4,NEK2,0.990775553
MAP2K4,CAPN7,0.990782424
AKT2,FGF21,0.99081557
DYRK1A,FGF16,0.990818686
CDK5,CYCS,0.990822074
CAPN5,SPTAN1,0.990851839
CAPN3,CASP6,0.990855659
BIRC2,MAPK8,0.990867738
PDGFB,CAPN3,0.9909306
MAP3K9,TGFA,0.990995087
MAPK3,RRAS,0.990995658
XIAP,MAPK1,0.991049044
IKBKB,DYRK1A,0.991056201
DYRK1A,PLCG1,0.991061718
PDGFB,NRAS,0.991064124
IL9,IL13,0.991093923
GRK5,PRKX,0.991098944
RELB,FGF17,0.991120377
PRKCQ,TTK,0.991123086
SGK1,PARP1,0.991142494
PRKCE,IL2,0.991154917
MAP2K4,IL5,0.991156836
FGF16,CAPN6,0.991162079
CSNK1D,MAPK6,0.991177515
MAP2K4,MAP2K7,0.991190723
IL13,CAPN6,0.991191468
MAP3K6,PLK1,0.991200602
IL4,CAPN6,0.991300369
RRAS,RPS6KA1,0.991303349
FGF8,MRAS,0.991307484
CDK2,PARP1,0.99136052
CHUK,MAPK9,0.991363397
PRKCE,CAPN6,0.991363817
LIMK2,IL13,0.991364721
CDK4,CASP3,0.991365105
CDK7,PRKCQ,0.991375826
DAPK1,MAP3K8,0.991386139
MAPK8,DYRK1A,0.991386409
PRKCH,PDGFA,0.991390831
FGF18,CASP6,0.991397593
PRKCQ,RRAS,0.991410017
MAPK1,FGF21,0.991411443
MAPK8,MRAS,0.991464243
BRAF,PRKAA2,0.991466819
DMPK,MAPK1,0.991467436
MAP2K4,FGF6,0.99150443
MAPK1,FGF16,0.991506488
MAP4K4,IL13,0.991512548
PRKCH,AIFM1,0.991522643
IKBKG,ARAF,0.991535214
MAP2K7,PLCG1,0.991540402
PAK2,RRAS,0.991541143
PRKCE,APAF1,0.99156034
MAP3K8,CAPN3,0.991560435
CDK6,IL10,0.991564923
FGF6,APAF1,0.99156736
MAP2K7,IL13,0.991592785
RELB,NFKB2,0.991616262
CDK7,FGF18,0.991622647
FGF17,APAF1,0.991631285
GRK5,PAK2,0.991637335
MAP2K7,PAK7,0.99163799
IL13,RRAS2,0.991664603
DYRK1A,IL3,0.991698125
CSNK1D,PLK1,0.991709181
CASP6,SPTAN1,0.991779389
PDGFA,FGF2,0.991817749
CSNK1D,MAP3K9,0.991819843
TTK,LMNA,0.991824937
LIMK1,SPTAN1,0.991827948
FGF2,NRAS,0.991845147
CSNK1D,LIMK1,0.991855824
FGF2,CASP3,0.991865017
GRK4,MAP2K1,0.991878876
DAPK1,CYCS,0.991884953
XIAP,CDC2,0.991887656
MAPK1,PAK7,0.991888139
PRKX,SPTAN1,0.991899772
LIMK2,IL3,0.991934826
BAK1,CAPN1,0.991956754
MAPK6,PLK1,0.991962209
CSNK1D,FGF9,0.991970843
PRKCQ,CAPN1,0.991976299
MAP3K6,PDGFB,0.991976459
NRAS,AIFM1,0.992018283
CAPN10,CAPN7,0.992027189
XIAP,CAPN3,0.992063537
PRKCE,CAPN7,0.992071011
BAX,MAP2K2,0.992074456
MAP2K7,FGF6,0.992093247
CDK7,GRK5,0.992099779
AKT2,PAK7,0.992108448
IL4,APAF1,0.992112032
PLK1,PRKAA2,0.99211232
PAK1,PAK2,0.992112671
MAP2K4,FGF23,0.992115641
RELB,FGF6,0.992117279
BIRC2,CAPN10,0.99213044
FGF2,FGF18,0.992136662
PDGFA,LMNA,0.992146015
CDK7,PAK2,0.992150484
MAP3K14,NEK2,0.992168864
FGF16,PLCG1,0.992178604
PAK2,FGF18,0.992214899
FGF16,RRAS2,0.992219324
CDK5,TTK,0.992251979
PAK7,CAPN11,0.992261351
DMPK,PLCG1,0.992269906
PDGFB,AIFM1,0.992276332
MAP2K3,MAP3K8,0.992282372
LIMK2,FGF8,0.992323034
CDK5,CASP6,0.992333448
MAP2K3,CAPN3,0.992340676
MAP2K7,FGF16,0.992366385
MAP3K6,MAPK3,0.992369958
MAPK8,DMPK,0.992376243
FGF6,RAF1,0.992381807
DYRK1A,FGF8,0.992399262
CHUK,MAP2K4,0.992433288
NFKB1,IL1B,0.992435064
DMPK,FGF8,0.992456247
CDK7,FGF16,0.99245654
FGF6,CAPN6,0.992459286
CDK6,RAF1,0.992466674
CDC2,LMNA,0.992490101
EGF,NEK2,0.992500308
MAP3K5,PLK1,0.992536493
XIAP,RRAS,0.992541684
CDK5,PAK1,0.992563293
TTK,BAK1,0.992564581
FGF2,FGF7,0.992569369
IL6,LMNA,0.992569887
IL13,CAPN11,0.99261494
DMPK,MAPK3,0.992617761
CDK7,PDGFB,0.992632649
MAP3K14,MAPK1,0.992633757
BAK1,PARP1,0.992637376
CDK5,BAK1,0.992639165
FGF8,FGF16,0.992645961
MAP3K9,PARP1,0.992653529
IL13,DFFA,0.992686764
PAK1,SGK1,0.992714737
PRPF4B,IL3,0.992757682
MAP3K6,LMNA,0.992764321
DYRK1A,CAPN7,0.992778704
PDGFB,CASP3,0.99278049
IRAK1,FGF9,0.99279642
DYRK1A,RAF1,0.992801328
CDK2,PLK1,0.992801491
LIMK1,CAPN1,0.992812476
MAP4K4,DMPK,0.992863216
MRAS,RRAS2,0.992881962
AKT2,DYRK1A,0.99289168
MAP4K4,PRKCE,0.992924458
GRK5,FGF7,0.992933818
PRPF4B,FGF16,0.992940451
IL3,PLCG1,0.992947592
MAP4K4,FGF17,0.992951894
FGF16,APAF1,0.992960663
MAP2K1,PAK7,0.992969876
MAP4K4,FGF6,0.993005827
BIRC2,IL4,0.993011057
NFKB2,LMNA,0.993019313
MAP4K4,PAK7,0.993030472
BAK1,DFFA,0.99303563
PRKCH,CASP3,0.993040228
CHUK,IL5,0.993041044
MAP2K7,AKT2,0.993046001
BRAF,PRKCE,0.993055114
SGK1,IL1B,0.993064939
FGF8,FGF21,0.993069768
EGF,CDC2,0.993088093
CDK4,PRKCH,0.99311256
DIABLO,CAPN3,0.993119902
DYRK1A,MAP2K2,0.993120069
PLCG1,CAPN7,0.993121192
GRK4,IL4,0.993132764
CSNK1D,CAPN3,0.99313992
MAPK8,MAP2K1,0.993149745
PRKCQ,SPTAN1,0.993153732
LIMK2,PAK7,0.993180661
BIRC2,MAP2K4,0.993183365
MAP3K14,TTK,0.99321592
