Annotation Cluster 1	Enrichment Score: 21.454823333889387											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	"GO:0006351~transcription, DNA-templated"	47	37.3015873	2.28E-13	"E2F1, MEF2C, MEF2B, PPARD, MEF2A, E2F4, STAT5A, PPARG, TRIB3, FOXO1, NR3C1, RORA, CTNNB1, STAT6, GATA2, RARA, NR1H3, NR2F1, TWIST1, CEBPA, KLF6, KLF7, EGR2, CEBPB, RBL2, EPAS1, CEBPD, RXRA, RBL1, RXRG, SMAD3, RB1, LPIN2, STAT1, LPIN1, STAT3, AHR, DDIT3, STAT2, NRIP1, MEF2D, NCOA1, HIF1A, NCOA2, EBF1, ID3, NCOR2"	126	1955	16792	3.203929688	4.46E-10	7.43E-11	3.91E-10
GOTERM_CC_DIRECT	GO:0005634~nucleus	77	61.11111111	5.07E-13	"MEF2C, E2F1, PPARA, GTF3A, MEF2B, PPARD, MEF2A, HNF1A, E2F4, STAT5A, STAT5B, PPARG, FOXO1, RORA, TGFB1, CTNNB1, GATA2, PTGIS, GATA3, GATA4, RARA, FAS, NR2F1, TWIST1, EGR2, RBL2, RXRA, RBL1, SOCS1, RXRG, RB1, MBNL1, LPIN2, PPARGC1A, LPIN1, HMGA1, IRS1, DDIT3, AHR, MIXL1, LPIN3, NRIP1, RETN, NCOA1, NCOA2, HIF1A, FOXC2, GADD45B, GADD45A, NDN, TRIB3, NR3C1, STAT6, NR1H3, CEBPA, SREBF1, KLF6, KLF7, CEBPB, EPAS1, CEBPD, CREB1, LMNA, SMAD3, KLF15, STAT1, WWTR1, STAT3, STAT2, MEF2D, CDKN1A, SP1, EBF1, SFRP4, ID3, NCOR1, NCOR2"	126	5415	18224	2.056673848	8.87E-11	2.96E-11	6.21E-10
GOTERM_MF_DIRECT	GO:0003677~DNA binding	39	30.95238095	1.50E-10	"E2F1, MEF2C, GTF3A, PPARA, MEF2A, PPARD, E2F4, HNF1A, STAT5A, PPARG, NR3C1, RORA, STAT6, GATA3, GATA4, NR1H3, CEBPA, SREBF1, KLF6, KLF7, CEBPB, EGR2, RBL2, EPAS1, CREB1, RXRA, SMAD3, RB1, STAT1, PPARGC1A, HMGA1, AHR, DDIT3, STAT3, STAT2, SP1, EBF1, NCOR1, NCOR2"	126	1674	16881	3.121309097	4.41E-08	5.51E-09	2.00E-07
Annotation Cluster 2	Enrichment Score: 15.2276287483613											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GAD_DISEASE	null	43	34.12698413	7.26E-19	"PPARA, PPARD, HNF1A, TNF, PPARG, SPOCK1, NR3C1, DLK1, RORA, TGFB1, CTNNB1, MIF, STAT6, GATA2, INS, AGT, GATA3, GATA4, SERPINE1, FAS, LPL, IL6, BMP2, WNT10B, IRS2, CREB1, SOCS1, FZD1, LMNA, IGF1, SMAD3, UCP1, STAT1, PPARGC1A, IRS1, ADIPOQ, AHR, STAT3, LEP, GH1, CDKN1A, HIF1A, ASIP"	121	936	12971	4.924710391	2.04E-15	2.92E-16	1.30E-15
GAD_DISEASE_CLASS	RENAL	48	38.0952381	6.18E-16	"PPARA, PPARD, HNF1A, TNF, NDN, PPARG, NR3C1, TGFB1, CTNNB1, MIF, STAT6, GATA2, PTGIS, INS, AGT, CYP26B1, SERPINE1, FAS, NR1H3, BMP4, SREBF1, BMP3, LPL, IL6, BMP2, IRS2, BMP1, RXRA, LMNA, IGF1, CYP26A1, UCP1, FRZB, PPARGC1A, IRS1, ADIPOQ, LPIN1, AHR, DDIT3, PCK1, LEP, GH1, RETN, CDKN1A, HIF1A, ID3, LIPE, NCOR2"	121	1417	12971	3.631277813	1.20E-14	3.00E-15	4.88E-13
GAD_DISEASE_CLASS	OTHER	50	39.68253968	2.38E-15	"MEF2C, PPARA, PPARD, HNF1A, PPARG, RORA, TGFB1, CTNNB1, GATA2, SLC2A4, GATA3, SERPINE1, RARA, FAS, TWIST1, IRS4, IRS2, RXRA, SOCS1, CYP26A1, RB1, LPIN1, IRS1, PPARGC1A, AHR, RETN, HIF1A, TNF, NDN, NR3C1, MIF, STAT6, INS, AGT, BMP4, LPL, IL6, EPAS1, LMNA, IGF1, UCP1, STAT1, ADIPOQ, LEP, GH1, CDKN1A, GDF10, ASIP, NCOR2, LIPE"	121	1595	12971	3.360449753	4.20E-14	8.44E-15	1.72E-12
GAD_DISEASE	"Chronic renal failure|Kidney Failure, Chronic"	38	30.15873016	3.66E-15	"PPARA, PPARD, HNF1A, TNF, PPARG, NR3C1, TGFB1, MIF, CTNNB1, STAT6, GATA2, PTGIS, AGT, SERPINE1, FAS, NR1H3, BMP4, LPL, BMP3, IL6, IRS2, BMP2, BMP1, RXRA, IGF1, UCP1, FRZB, PPARGC1A, IRS1, ADIPOQ, AHR, DDIT3, LEP, GH1, CDKN1A, HIF1A, ID3, LIPE"	121	905	12971	4.501146066	1.03E-11	7.36E-13	6.55E-12
GAD_DISEASE_CLASS	UNKNOWN	49	38.88888889	1.86E-14	"PPARA, PPARD, HNF1A, PPARG, RORA, TGFB1, CTNNB1, GATA2, PTGIS, GATA3, SERPINE1, GATA4, RARA, FAS, TWIST1, WNT10B, IRS2, SOCS1, IRS1, PNPLA3, PPARGC1A, HIF1A, FOXC2, GADD45A, TNF, SPOCK1, NR3C1, MIF, STAT6, INS, AGT, SREBF1, BMP4, LPL, BMP2, IL6, CREB1, LMNA, FZD1, SMAD3, IGF1, UCP1, STAT1, ADIPOQ, STAT3, LEP, GH1, CDKN1A, ASIP"	121	1613	12971	3.256490396	3.36E-13	5.60E-14	1.37E-11
Annotation Cluster 3	Enrichment Score: 11.807168399973193											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GAD_DISEASE	Colorectal Cancer	29	23.01587302	1.18E-16	"PPARD, TNF, PPARG, NR3C1, TGFB1, CTNNB1, INS, SERPINE1, FAS, NR1H3, BMP4, IRS2, BMP2, IL6, BMP1, RXRA, IGF1, RB1, FRZB, ADIPOQ, IRS1, PPARGC1A, AHR, LEP, GH1, RETN, CDKN1A, HIF1A, SFRP4"	121	426	12971	7.297540061	3.12E-13	3.47E-14	2.00E-13
GAD_DISEASE	prostate cancer	25	19.84126984	3.52E-11	"KLF6, PPARA, IL6, IRS2, TNF, RXRA, PPARG, SMAD3, IGF1, NR3C1, FRZB, PPARGC1A, IRS1, ADIPOQ, TGFB1, MIF, LEP, CDKN1A, NCOA1, NCOA2, HIF1A, PRLR, INS, SERPINE1, ID3"	121	510	12971	5.254820937	9.90E-08	4.71E-09	6.29E-08
GAD_DISEASE	Breast Cancer	25	19.84126984	9.10E-10	"LPL, IL6, IRS2, TNF, STAT5A, PPARG, STAT5B, SMAD3, IGF1, RB1, PPARGC1A, IRS1, STAT3, AHR, TGFB1, LEP, GH1, CDKN1A, HIF1A, PRLR, INS, AGT, GATA3, SERPINE1, FAS"	121	598	12971	4.48153625	2.56E-06	9.85E-08	1.63E-06
Annotation Cluster 4	Enrichment Score: 10.317119880974095											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04920:Adipocytokine signaling pathway	15	11.9047619	5.99E-13	"IRS4, PPARA, IRS2, TNF, SOCS3, RXRA, RXRG, PCK2, ADIPOQ, IRS1, PPARGC1A, STAT3, PCK1, LEP, SLC2A4"	100	70	6910	14.80714286	9.28E-11	4.64E-11	7.19E-10
KEGG_PATHWAY	hsa04931:Insulin resistance	17	13.49206349	1.58E-12	"SREBF1, PPARA, IL6, IRS2, TNF, SOCS3, CREB1, TRIB3, FOXO1, PCK2, IRS1, PPARGC1A, STAT3, PCK1, SLC2A4, INS, NR1H3"	100	108	6910	10.87685185	2.45E-10	8.17E-11	1.90E-09
KEGG_PATHWAY	hsa04152:AMPK signaling pathway	17	13.49206349	1.09E-11	"IRS4, SREBF1, IRS2, CREB1, SCD, PPARG, IGF1, FOXO1, PCK2, ADIPOQ, IRS1, PPARGC1A, PCK1, LEP, SLC2A4, INS, LIPE"	100	122	6910	9.628688525	1.69E-09	4.22E-10	1.31E-08
KEGG_PATHWAY	hsa04910:Insulin signaling pathway	13	10.31746032	5.22E-07	"IRS4, SREBF1, IRS2, SLC2A4, SOCS3, INS, SOCS1, FOXO1, PCK2, IRS1, PPARGC1A, LIPE, PCK1"	100	138	6910	6.50942029	8.09E-05	6.75E-06	6.27E-04
Annotation Cluster 5	Enrichment Score: 10.034725969520702											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Diabetes mellitus	13	10.31746032	2.78E-14	"LEP, RETN, HNF1A, SLC2A4, INS, PPARG, BSCL2, UCP1, ADIPOQ, IRS1, AGPAT2, LIPE, STAT3"	126	75	20581	28.31248677	5.27E-12	1.05E-12	3.46E-11
GAD_DISEASE	"Obesity, Morbid"	10	7.936507937	2.80E-11	"LEP, RETN, IL6, TNF, INS, PPARG, NR3C1, UCP1, ADIPOQ, LIPE"	121	36	12971	29.77731864	7.87E-08	3.93E-09	5.00E-08
UP_KEYWORDS	Obesity	7	5.555555556	1.01E-06	"LEP, RETN, PPARG, UCP1, PNPLA3, ADIPOQ, LIPE"	126	55	20581	20.78888889	1.91E-04	1.59E-05	0.001255357
Annotation Cluster 6	Enrichment Score: 7.5772994133768705											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GAD_DISEASE	breast cancer   	30	23.80952381	2.45E-15	"MEF2C, PPARA, TNF, TGFB1, CTNNB1, STAT6, PTGIS, GATA3, FAS, TWIST1, SREBF1, IL6, IRS2, IGF1, RB1, STAT1, PPARGC1A, ADIPOQ, IRS1, AHR, NRIP1, LEP, GH1, CDKN1A, NCOA1, HIF1A, NCOA2, GADD45A, NCOR1, NCOR2"	121	518	12971	6.208398481	6.87E-12	5.28E-13	4.36E-12
GAD_DISEASE	Breast Cancer	25	19.84126984	9.10E-10	"LPL, IL6, IRS2, TNF, STAT5A, PPARG, STAT5B, SMAD3, IGF1, RB1, PPARGC1A, IRS1, STAT3, AHR, TGFB1, LEP, GH1, CDKN1A, HIF1A, PRLR, INS, AGT, GATA3, SERPINE1, FAS"	121	598	12971	4.48153625	2.56E-06	9.85E-08	1.63E-06
GAD_DISEASE	lung cancer 	23	18.25396825	1.67E-09	"LPL, IL6, TNF, RXRA, PPARG, IGF1, RB1, STAT1, IRS1, TGFB1, STAT3, AHR, MIF, CTNNB1, LEP, CDKN1A, PTGIS, HIF1A, SLC2A4, GATA3, SERPINE1, FAS, GADD45A"	121	516	12971	4.778220898	4.69E-06	1.51E-07	2.98E-06
GAD_DISEASE	esophageal adenocarcinoma	19	15.07936508	3.46E-09	"KLF6, PPARD, IL6, TNF, PPARG, RBL1, IGF1, RB1, IRS1, PPARGC1A, AHR, TGFB1, NRIP1, LEP, GH1, CDKN1A, PTGIS, HIF1A, FAS"	121	351	12971	5.80275953	9.72E-06	2.78E-07	6.18E-06
GAD_DISEASE	Lung Cancer	22	17.46031746	1.03E-07	"KLF6, LPL, PPARA, IL6, PPARD, TNF, RXRA, PPARG, IGF1, STAT1, IRS1, AHR, TGFB1, MIF, CTNNB1, LEP, CDKN1A, HIF1A, SLC2A4, AGT, GATA3, FAS"	121	593	12971	3.977004446	2.88E-04	6.56E-06	1.83E-04
GAD_DISEASE	"Chorioamnionitis|Fetal Membranes, Premature Rupture|Infection of amniotic sac and membranes"	12	9.523809524	1.17E-06	"LEP, PPARA, LPL, IL6, TNF, AGT, SERPINE1, PPARG, IGF1, IRS1, TGFB1, MIF"	121	186	12971	6.916022394	0.003289802	5.49E-05	0.002094216
GAD_DISEASE	"Chorioamnionitis|Fetal Membranes, Premature Rupture|Infection of amniotic sac and membranes|Obstetric Labor, Premature|Pre-Eclampsia|Premature Birth"	12	9.523809524	1.24E-06	"LEP, PPARA, LPL, IL6, TNF, AGT, SERPINE1, PPARG, IGF1, IRS1, TGFB1, MIF"	121	187	12971	6.879038317	0.003468107	5.70E-05	0.002207917
GAD_DISEASE	Bladder Cancer	17	13.49206349	2.86E-05	"LPL, IL6, IRS2, TNF, RXRA, PPARG, IGF1, STAT1, IRS1, AHR, TGFB1, CTNNB1, LEP, CDKN1A, SLC2A4, GATA3, FAS"	121	529	12971	3.444937431	0.077281626	9.14E-04	0.051103955
GAD_DISEASE	chronic obstructive pulmonary disease	14	11.11111111	1.17E-04	"LEP, LPL, TNF, SLC2A4, GATA3, RXRA, PPARG, IGF1, FAS, STAT1, IRS1, TGFB1, AHR, CTNNB1"	121	414	12971	3.625064878	0.279980586	0.003036834	0.208541631
Annotation Cluster 7	Enrichment Score: 6.714283593775126											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Ubl conjugation	38	30.15873016	3.48E-12	"MEF2C, MEF2A, STAT5A, FOXO1, NR3C1, RORA, CTNNB1, CISD1, SLC2A4, RARA, KLF5, CEBPA, EGR2, CEBPB, EPAS1, CEBPD, CREB1, RXRA, FZD1, LMNA, SMAD3, STAT1, PPARGC1A, IRS1, LPIN1, DDIT3, PCK1, DVL1, NRIP1, MEF2D, CDKN1A, NCOA1, HIF1A, NCOA2, SP1, EBF1, FOXC2, NCOR1"	126	1705	20581	3.640450589	6.58E-10	9.41E-11	4.33E-09
UP_KEYWORDS	Isopeptide bond	24	19.04761905	2.97E-07	"MEF2C, CEBPA, MEF2A, CEBPB, CEBPD, CREB1, RXRA, LMNA, SMAD3, NR3C1, RORA, STAT1, LPIN1, NRIP1, MEF2D, NCOA1, CISD1, NCOA2, HIF1A, SP1, EBF1, FOXC2, RARA, NCOR1"	126	1132	20581	3.463065792	5.60E-05	5.60E-06	3.68E-04
UP_KEYWORDS	Acetylation	33	26.19047619	0.006967116	"E2F1, MEF2C, MEF2A, E2F4, FOXO1, NR3C1, MIF, CTNNB1, STAT6, CISD1, CEBPA, CEBPB, CEBPD, LMNA, SMAD3, RB1, PCK2, STAT1, PPARGC1A, HMGA1, AHR, STAT3, NRIP1, PCK1, MEF2D, CDKN1A, NCOA1, HIF1A, NCOA2, SP1, EBF1, NCOR1, NCOR2"	126	3424	20581	1.574258734	0.73323669	0.035083141	8.315696018
Annotation Cluster 8	Enrichment Score: 6.442477020343498											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GAD_DISEASE	polycystic ovary syndrome	11	8.73015873	3.67E-10	"PPARA, PPARD, IL6, TNF, INS, SERPINE1, PPARG, LMNA, IRS1, ADIPOQ, PPARGC1A"	121	65	12971	18.14125874	1.03E-06	4.12E-08	6.55E-07
GAD_DISEASE	Insulin Resistance|Obesity	8	6.349206349	1.05E-09	"TNF, INS, SERPINE1, PPARG, NR3C1, PNPLA3, ADIPOQ, STAT3"	121	23	12971	37.2863816	2.97E-06	1.10E-07	1.89E-06
GAD_DISEASE	Fatty Liver|Metabolic Syndrome X	7	5.555555556	1.56E-09	"LEP, TNF, HNF1A, PPARG, PNPLA3, ADIPOQ, PPARGC1A"	121	14	12971	53.59917355	4.40E-06	1.47E-07	2.79E-06
GAD_DISEASE	"Diabetes, Gestational"	8	6.349206349	2.04E-09	"HNF1A, INS, SERPINE1, PPARG, FOXC2, IRS1, ADIPOQ, PPARGC1A"	121	25	12971	34.30347107	5.73E-06	1.79E-07	3.64E-06
GAD_DISEASE	Fatty Liver	7	5.555555556	6.30E-09	"PPARA, PPARD, TNF, PPARG, PNPLA3, ADIPOQ, PPARGC1A"	121	17	12971	44.14049587	1.77E-05	4.92E-07	1.13E-05
GAD_DISEASE	"Diabetes mellitus type II|Diabetes Mellitus, Type 2|Glucose Metabolism Disorders"	7	5.555555556	1.40E-07	"PPARA, IL6, TNF, PPARG, IRS1, ADIPOQ, PPARGC1A"	121	27	12971	27.79216406	3.93E-04	8.02E-06	2.50E-04
GAD_DISEASE	Fatty Liver|	4	3.174603175	4.18E-05	"TNF, PNPLA3, ADIPOQ, STAT3"	121	8	12971	53.59917355	0.110952707	0.00123718	0.074714317
GOTERM_BP_DIRECT	GO:0014912~negative regulation of smooth muscle cell migration	4	3.174603175	1.38E-04	"PPARD, SERPINE1, ADIPOQ, PPARGC1A"	126	14	16792	38.07709751	0.236446829	0.003324985	0.236447372
GOTERM_BP_DIRECT	GO:0048662~negative regulation of smooth muscle cell proliferation	4	3.174603175	0.001277371	"PPARD, PPARG, ADIPOQ, PPARGC1A"	126	29	16792	18.38204707	0.917715915	0.019940264	2.167800549
GOTERM_BP_DIRECT	GO:0019395~fatty acid oxidation	3	2.380952381	0.004718019	"PPARG, ADIPOQ, PPARGC1A"	126	14	16792	28.55782313	0.999903003	0.061741551	7.788831056
Annotation Cluster 9	Enrichment Score: 6.396888151548156											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	"IPR013088:Zinc finger, NHR/GATA-type"	13	10.31746032	3.52E-15	"PPARA, PPARD, RXRA, PPARG, RXRG, NR3C1, RORA, GATA2, GATA3, GATA4, RARA, NR2F1, NR1H3"	126	58	18559	33.01409414	8.99E-13	8.99E-13	4.62E-12
GOTERM_MF_DIRECT	GO:0043565~sequence-specific DNA binding	25	19.84126984	5.18E-13	"E2F1, PPARA, MEF2A, PPARD, PPARG, FOXO1, NR3C1, RORA, GATA4, RARA, NR2F1, NR1H3, KLF5, CEBPB, EPAS1, RXRA, CREB1, RXRG, SMAD3, PPARGC1A, MIXL1, DDIT3, HIF1A, SP1, FOXC2"	126	518	16881	6.466032359	1.52E-10	2.17E-11	6.90E-10
GAD_DISEASE	Coronary Disease|Coronary heart disease|Inflammation|Insulin Resistance	12	9.523809524	5.14E-12	"PPARA, RETN, LPL, PPARD, IL6, RXRA, PPARG, RXRG, IRS1, ADIPOQ, LIPE, NR1H3"	121	59	12971	21.80305365	1.44E-08	7.60E-10	9.18E-09
UP_SEQ_FEATURE	DNA-binding region:Nuclear receptor	10	7.936507937	7.75E-12	"PPARA, PPARD, RXRA, PPARG, RXRG, RARA, NR3C1, RORA, NR1H3, NR2F1"	126	45	20063	35.38447972	3.49E-09	3.49E-09	1.10E-08
UP_SEQ_FEATURE	zinc finger region:NR C4-type	10	7.936507937	7.75E-12	"PPARA, PPARD, RXRA, PPARG, RXRG, RARA, NR3C1, RORA, NR1H3, NR2F1"	126	45	20063	35.38447972	3.49E-09	3.49E-09	1.10E-08
INTERPRO	"IPR001628:Zinc finger, nuclear hormone receptor-type"	10	7.936507937	1.90E-11	"PPARA, PPARD, RXRA, PPARG, RXRG, RARA, NR3C1, RORA, NR1H3, NR2F1"	126	46	18559	32.02035887	4.81E-09	2.41E-09	2.48E-08
INTERPRO	IPR001723:Steroid hormone receptor	10	7.936507937	2.34E-11	"PPARA, PPARD, RXRA, PPARG, RXRG, RARA, NR3C1, RORA, NR1H3, NR2F1"	126	47	18559	31.33907464	5.92E-09	1.97E-09	3.05E-08
INTERPRO	"IPR000536:Nuclear hormone receptor, ligand-binding, core"	10	7.936507937	2.86E-11	"PPARA, PPARD, RXRA, PPARG, RXRG, RARA, NR3C1, RORA, NR1H3, NR2F1"	126	48	18559	30.68617725	7.25E-09	1.81E-09	3.73E-08
GOTERM_MF_DIRECT	"GO:0004879~RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding"	9	7.142857143	1.83E-10	"PPARA, PPARD, RXRA, PPARG, RORA, AHR, STAT3, NR1H3, NR2F1"	126	36	16881	33.49404762	5.39E-08	5.99E-09	2.44E-07
GOTERM_MF_DIRECT	GO:0003707~steroid hormone receptor activity	10	7.936507937	2.83E-10	"PPARA, PPARD, RXRA, PPARG, RXRG, RARA, NR3C1, RORA, NR1H3, NR2F1"	126	56	16881	23.92431973	8.31E-08	8.31E-09	3.77E-07
